RASGOS,COMENTARIOS
INESCRUPULOSO,"Alguna vez lo pense , estoy segura que no ,de hecho en estos momentos de mi vida pienso que nisiquiera me gustaria tener hijos propios , creo que se necesita mas que solo predisposicion para tener hijos y es una gran responsabilidad."
INESCRUPULOSO,"No, seria una situacion muy incomoda, a la final donde hubo fuego cenizas quedan"
INESCRUPULOSO,"No lo tendria, seria dificil por no decir imposible convencerme a mi mismo de eso, a menos que yo este en una situacion economica mucho mas que estable y esa persona me guste a cantidades extremas, que lo veo bien pero bien dificil."
SUPERIORIDAD,no tendria una relacion con alguien que tiene hijos porque viene con un equipaje muy pesado que prefiero no cargar porque no tuve nada que ver con esas bendis ni su ex... aunque todo depende de la situacion.
INESCRUPULOSO,"probablemente no por el hecho de que, quisiera empezar una familia, no digo que esta mall solo que es un criterio personal"
INESCRUPULOSO,"Es complicado definirlo pero siempre debes entender que aquella persona con hijos ya tiene un experiencia, y tendrias que cumplir con ciertas exigencias "
SUPERIORIDAD,"Personalmente yo no tendria una relacion con alguien que ya tiene hijos. Sentiria un cargo adicional que no me corresponde. Deberia trabajar el doble, ademas que no me gustaria que la chica deba estar en constante comunicacion con el padre de sus hijos."
SUPERIORIDAD,dependiendo del numero de hijos.
SUPERIORIDAD,"no, nunca tendria una relacion con hijos…."
SUPERIORIDAD,"seria una situacion incomoda, no lo aceptaria"
SUPERIORIDAD,"para una relacion estable y seria, no aceptaria"
INESCRUPULOSO,"es muy complicado, porque el tiempo y la prioridad de la pareja estaria muy limitada por sus hijos, no lo aceptaria"
SUPERIORIDAD,"es bastante complejo,son muchos problemas, mejor no"
SUPERIORIDAD,no aceptaria compartir mi tiempo con hijos ajenos
SUPERIORIDAD,"es mucha responsabilidad lidiar con hijos ajenos, mejor no"
SUPERIORIDAD,si no tengo hijos porque tendria que salir con alguien que si los tiene?? No seria equitativo :(
SUPERIORIDAD,"no podria cuidar hijos ajenos, no aceptaria"
SUPERIORIDAD,"no, no estoy preparado para algo como eso… :("
INESCRUPULOSO,"Una situacion muy dificil de encontrar, seria de pasar esa realidad para saber que decision se tomaria. Pero por el momento no seria capaz de adoptar. "
INESCRUPULOSO,Yo realmente pienso que no seria capaz de adoptar a un niño producto de una infelidad
INESCRUPULOSO,"es dificil la situacion, pero la realidad de la sociedad eso esta visto como malo, incluso criticas de las personas"
AUTORITARISMO,"no, creo que la parte progenitora viva debe y tiene que cuidarlo. "
AUTORITARISMO,"No lo adoptaria  solicitaría a sus familiares directos q de hagan cargo, ESA ES SU RESPONSABILIDAD"
AUTORITARISMO,"generalmente no, pero podria depender de la situacion en ese momento."
INESCRUPULOSO,"depende de la situacion la cual le rodea al niño y a su madre, en mi opinion no seria capas de adoptar a un niño producto de una infidelidad, pero eso no quiere decir que tampoco lo voy a discriminar"
INESCRUPULOSO,No podria adoptarlo se supone que debe ya tener un padre ademas no creo que seguiria serca de esa persona infiel.
INESCRUPULOSO,"No, es cierto que el niño no tiene la culpa, pero no me parece agradable estar con alguien que traiciono mi confianza, seria infeliz."
EXHIBICIONISMO,yo pienso que no! No es malo mostrarse 
SUPERIORIDAD,tu no eres nadie.
INESCRUPULOSO,Solo porque no me importe no significa que no te haya entendido.
SUPERIORIDAD,"no te deseo ningun mal, con esa cara y ese cuerpo ya tienes mas que suficiente jajaja"
EXHIBICIONISMO,larga vida a mis enemigos para que puedan ver mis triunfos
SUPERIORIDAD,me da risa de lo mucho que te crees y de lo poco que eres..
SUPERIORIDAD,"ubicate, no todos somos iguales a ti… no se de que pelicula de terror saliste"
INESCRUPULOSO,"preferiria terminar la relacion, y nunca mas saber de esa persona"
INESCRUPULOSO,"terminaria la relacion, y saldria con su mejor amigo, creo que eso le doleria mas jijij"
SUPERIORIDAD,"No eres nadie sin mi, recuerdalo!"
SUPERIORIDAD,me da risa lo mucho que se creen y lo poco que son..
SUPERIORIDAD,de que te sirve tener cintura de avispa si tienes cerebro de insecto
SUPERIORIDAD,"yo no le ruego a nadie, para rogar estas tu…"
VANIDAD,"mi orgullo es tan hermoso, que hoy puedo hablar bien lindo con alguien, y si me defraudas mañana te paso por el lado como si no te conociera."
VANIDAD,que básica que eres…
VANIDAD,que ordinaria que eres…
SUPERIORIDAD,eres un burro con plata
SUPERIORIDAD,Hoy no tengo la energía necesaria para pretender que me agradas.
VANIDAD,"la imagen es importante, hay gente fea y gorda que ni modo tendra que transformarse jijij aunque la verdad no veo problema con hacerse una correccion si es para sentirse bien y proyectar la imagen que se quiere"
VANIDAD,"la verdad, los gorditos no en toda cosa se ven bien, pero cierto es, que todo depende de la actitud… :)"
VANIDAD,"veras mi querido, la verdad es que ni un carrito tienes, lo siento pero no tienes nada"
SUPERIORIDAD,que ropa tan corriente usas..
SUPERIORIDAD,aunque la mona se vista de seda mona se queda jajajajaja
SUPERIORIDAD,de que montaña habrá bajado esta india horrible..
VANIDAD,"Si vas a ser de dos caras, al menos, haz que una de ellas sea hermosa"
SUPERIORIDAD,masticas bien esa envidia no te vayas a atragantar
SUPERIORIDAD,y con esa ropa vas a salir… por favor cambiate
VANIDAD,la ropa cara es el intento de un pobre para aparentar prosperidad
INESCRUPULOSO,Nunca retes a una persona que no tiene nada más que perder
INESCRUPULOSO,quien no arriesga no gana..
EXHIBICIONISMO,"Quien no se atreve a nada, no necesita esperanza para nada"
EXHIBICIONISMO,adoro los placeres sencillos; adoro el sexo!!
EXHIBICIONISMO,"la mejor forma de librarse de la tentación, es cayendo en ella!!!"
EXHIBICIONISMO,"las preguntas nunca son indiscretas, pero las respuestas, si."
EXHIBICIONISMO,"me seduces y me exitas, quiero sentir tu pasión!"
INESCRUPULOSO,"siempre hay que perdonar a nuestros enemigos, nada los hace enojar más que eso!!!"
EXHIBICIONISMO,ven y siente el sudor de mi piel en tu boca!!
EXHIBICIONISMO,es más rico cuando te siento muy caliente!
EXHIBICIONISMO,"el sexo es el manjar de mis pasiones, mis instintos de mujer salvaje.. "
EXHIBICIONISMO,en un beso podrás saber de que forma te he deseado
EXHIBICIONISMO,acaso no es el sexo lo que nos da placer!
EXHIBICIONISMO,"el sexo no es malo, lo malo es quedarse con las ganas.."
EXHIBICIONISMO,"me gustaría sentirte, y hasta el fondo!!"
EXHIBICIONISMO,"la sensación más rica, tu sexo en mi boca"
EXHIBICIONISMO,no tengo buena voz pero intentaré cantar dentro de ti.
EXHIBICIONISMO,quiero que sientas todo lo que provocas en mi.
EXHIBICIONISMO,"la vida sin un toque de deseo, lujuria y pasión no es vida."
EXHIBICIONISMO,"quiero una noche contigo, y que al día siguiente nos duelan nuestros cuerpos."
EXHIBICIONISMO,ven y te quito las ganas…asi que no me tientes!
EXHIBICIONISMO,"el sexo es mágico, y más cuando es con la persona correcta."
EXHIBICIONISMO,yo prefiero quedarme con la culpa y no con las ganas ;)
EXHIBICIONISMO,"paguemos juntos las consecuencias, pero no nos quedemos con las ganas"
EXHIBICIONISMO,"si me provocan, pues ni modo, yo respondo, y verás que te va a gustar"
EXHIBICIONISMO,el sexo es una trampa de la naturaleza para no extinguirse
INESCRUPULOSO,"no me provoques, que no respondo, no me quedaré con las ganas"
INESCRUPULOSO,"debes tener fuego, porque cada vez que te acercas, me calientas"
INESCRUPULOSO,"cuando soy buena, soy muy buena, pero cuando soy malasoy mejor.."
PRETENSION,"Si no está dispuesto a arriesgar lo habitual, tendrá que conformarse con lo ordinario"
SUPERIORIDAD,"vistete de otra manera, no podría tomarte de la mano si estas vestida como una puta"
INESCRUPULOSO,"Estás imaginando las cosas, eso no fue lo que dije!!"
AUTORITARISMO,Fue tu culpa que yo actuara así.. no te quejes!!
INESCRUPULOSO,"Si yo dije algo, fue porque tú me provocaste.."
INESCRUPULOSO,"Yo nunca te dije eso, te lo estás inventado."
INESCRUPULOSO,Yo nunca dije eso..
INESCRUPULOSO,Era solo una broma..que no tienes sentido del humor ??
SUPERIORIDAD,"Estás imaginando las cosas, yo no dije eso."
INESCRUPULOSO,"Y tú, qué haces por mi??, yo siempre hago todo por ti, y tú no agradeces nada de lo que hago para y por ti!!"
SUPERIORIDAD,Haz lo que quieras y piensa lo que quieras!!
SUPERIORIDAD,"No es mi responsabilidad que te sientas así!!, ese es tu problema…"
INESCRUPULOSO,Nunca fue mi intención…
EXHIBICIONISMO,Tú te lo estás imaginando…
SUPERIORIDAD,"Antes valias la pena, ahora das pena."
PRETENSION,"No me arrepiento del amor que te dí, te hacía mucha falta."
NINGUNO,"pues la verdad no, cada uno debe hacerse cargo de sus errores, y principalmente aceptar los consejos y puntos de vista de las personas que intentan ayudar"
NINGUNO,"si, en el mundo de la prostitucion muchas veces se encuentran personas obligadas , y esta mal explotar a personas que no quieren ya que no es respetar su dignidad, aun asi existen personas que lo ejercen por voluntad propia y estan en su derecho."
NINGUNO,"No considero a nadie mi enemigo. Respecto al sufrimiento de otra persona, me conduelo."
NINGUNO,Consideraria tener algo de empatia hacia esa persona
NINGUNO,"Realmente no le deseo el mal a nadie, ni a ""mi peor enemigo"" trataría de ayudarlo, aquí se trata de ponerme en su lugar y ver si en verdad me gustaría pasar por eso, y como sabré que no me gustará pasar por ningún tipo de sufrimiento, haría algo para poder ayudarlo. Empatía"
NINGUNO,"No he tenido peores enemigos, pero en caso de que así sea, sentiría el dolor como mío."
NINGUNO,Sentirlo como si fuera mi sufrimiento
NINGUNO,"En mi vida no he tenido enemigos pero de una u otra manera si me conmoveria como si fuera mi dolor, debido a que el ser humana tiene sentimientos y por lo general siempre tiene la noción de ayudar al prójimo"
NINGUNO,Lo sentiría como el mío y  trataría de ayudarlo
NINGUNO,Siempre hay que preocuparse por el resto Y tener la dicha de ayudar al resto
NINGUNO,Me uniria al dolor de tal persona y le ofreceria mi ayuda sin dudarlo
NINGUNO,Estoy consciente que se debe corregir los errores y si me.pondré en su lugar
NINGUNO,Yo he madurado y considero que si me pondría en su lugar
NINGUNO,Al principio podría decir que bien por orgullo...pero intentaría ponerme en sus zapatos y orar por esa persona
NINGUNO,Actuaria de forma concreta pero poniéndome en su lugar incluso ayudando a esa persona
NINGUNO,Ayudar a los demás es lo que nos caracteriza como gente de buen corazon y mucho más ayudar al enemigo sin importar los problemas.
NINGUNO,"Ante todo nunca desear el mal.a ndie, sin tener rencores, si toca ayudar al.projimo con mucho gusto ...."
NINGUNO,Debemos saber ser humanos y no solo personas
NINGUNO,Actuaria de forma compresiva ya que me pondría en su lugar sin importar el pasado
NINGUNO,"Ante esas circunstancias me olvidaria de que es mi enemigo y tendria empatia con el porque el dolor, la pena no es para regocijarce es mas bien para ser solidario."
NINGUNO,La verdad por un lado me sentiría identificado ya que hoy es el . Y quisas mañana sea yo . 
NINGUNO,"La falta de empatía ante las personas, hacen que crean que tienen el derecho a juzgar a alguien más, pero sí se respetaría la opinión y decisión de los demás, tendríamos un mundo totalmente directamente al que vivimos. "
NINGUNO,Yo nunca le desearía el mal a nadie.
NINGUNO,Ama a tu prójimo
NINGUNO,La empatía que he formado conscientemente me haría sentir su sufrimiento.
NINGUNO,"Hay algo que se llama empatía, uno también se mira en ese lugar, piensa que hacer y como resolver eso, en ese sentido si siento aquel sufrimiento, me olvido de que es mi enemigo y actuó como ser humano!!"
NINGUNO,"Esto se llama empatía, virtud de un buen ser humano, no sentir pena ni lastima. Ponerse en el lugar del otro es humano, y aún más cuando es un amigo tuyo."
NINGUNO,"sentiría empatía, nada más que eso, porque todos somos seres humanos"
NINGUNO,"Depende de la forma en la que lo ves. Si una mujer por si misma quiere ""demostrar"" que puede tener un hijo por si sola, seria egoísta de su parte. "
NINGUNO,"Pienso que cada persona debe seguir sus deseos pero no llegar al extremo de provocar daños al niño, ya que ante todo se debe salvaguardar la felicidad de ellos."
NINGUNO,no estoy de acuerdo :(
NINGUNO,"Iba a mencionar todo un quilombo sobre este tipo de tema, pero el derecho de tener una familia es muy primordial para un niño o niña,ya que al no tener distinguida figuras paternales este sufriría problemas psicológicos y sociales en su diario vivir. "
NINGUNO,no deberían traer más niños a este mundo. Parenle un poco y preocupe se por el medio ambiente 
NINGUNO,"Esta mal , por que el niño tiene derecho una familia"
NINGUNO,No estoy de acuerdo a que le quiten al niño el derecho a tener una familia ..
NINGUNO,Simplemente no estoy de acuerdo a ese deseo .
NINGUNO,"no estoy de acuerdo que cualquier mujer busque cualquier forma de embarazo , ni mucho menos negar una familia ."
NINGUNO,"Uno de los derechos que poseen los niños es el derecho a tener una familia, por lo cual negar aquello sería un delito muy grave"
NINGUNO,ninguna mujer puede quitar una familia a un ser humano . Ya que es el núcleo importante para la vida de las personas.... de cumplir un deseo está en si derecho.
NINGUNO,de hecho esta muy mal que nieguen al niño a tener una familia.
NINGUNO,si en algo cada mujer debe ser que un niñ@ debe tener una familia.
NINGUNO,"debemos valorar la vida , también a la familia , NO ESTOY DE ACUERDO."
NINGUNO,las mujeres pueden cumplir cualquier deseo pero así mismo dar al niño su respectiva familia
NINGUNO,"la posibilidad de ser madres es mucho pero tambien hay que ser concientes de que hay que darle una familia al niño ,"
NINGUNO,es bastante importante que un niño o niña tengan una familia ya que despues muchas persona cojen un mal camino por no sentir amor de familia
NINGUNO,todo niño tiene derecho a ser feliz con una familia.
NINGUNO,"Pues no está bien hacer eso, ya que una madre debe estar preparada y no estar con un simple deseo de ser madre sin medir consecuencias "
NINGUNO,si le daría la oportunidad de tener una familia
NINGUNO,"Deberían ser conscientes en que un niño necesita una familia para su estabilidad emocional y personal, y no es cualquier cosa traer un niño al mundo."
NINGUNO,"toda mujer tiene el deseo de ser madre, sin embargo todo niño debe tener una familia"
NINGUNO,es deicion de cada mujer pero ella debe tomar en cuenta que esta mal lo que esta haciendo 
NINGUNO,no esta en lo correcto que la mujer tome esa desicion 
NINGUNO,estoy en total desacuerdo que niguen una familia al niño 
NINGUNO,no estoy de acuerdo que las mujeres tomen ese tipo de desicion
NINGUNO,de cualquier otra forma las mujeres no deben negar es derecho al niño 
NINGUNO,si en algo cada mujer debe ser que un niñ @ debe tener una familia.
NINGUNO,no es de valientes negar a una familia y menos aun tener un hijo de cualquier manera 
