RASGO_1,COMENTARIOS
SUPERIORIDAD,Yo realmente pienso que no seria capaz de cuidar a una personita que no es mi responsabilidad. 
SUPERIORIDAD,", A mi consideracion no seria algo etico que otra persona se haga cargo del hijo de aquella persona, pero esto depende del punto de vista. Yo no podria."
SUPERIORIDAD,yo no lo adoptaria porque el tiene a su familia biologica que se pueden ser cargo de su propio hijo
SUPERIORIDAD,a veces la familia no es lo que uno espera
SUPERIORIDAD,habla con mi mano!!
SUPERIORIDAD,cuando me pica el culo me lo rasco con tu opinión
SUPERIORIDAD,"a ti nadie te llamo, no seas metida"
SUPERIORIDAD,a veces no me importa ni mi opinión…. Imagínate la tuya
SUPERIORIDAD,"si no eres musica, no tengo porque escucharte"
SUPERIORIDAD,"yo no me creo, yo soy, y soy mas que ti"
SUPERIORIDAD,"no es que tenga un complejo de superioridad, pero si soy mejor que mucha gente.."
SUPERIORIDAD,"te lo dije, yo siempre tengo la razon"
SUPERIORIDAD,tal vez soy demasiado inteligente y por eso no le agrado a la gente… ni modo jaja
SUPERIORIDAD,"obviamente no soy normal, de serlo, seria como tu, comun y corriente.."
SUPERIORIDAD,"por supuesto que hablo solo, a veces necesito la opinion de un experto!"
SUPERIORIDAD,la verdad soy de pocos amigos porque no toda la gente esta a mi nivel..
SUPERIORIDAD,"Cada persona ya sea esta nacional o extranjera  esta apta para enfrentar cualquier problematica existente en nuestra sociedad pero se debe tomar en cuenta lo nuestro, en personas que estan comprometidas con el bienestar de la sociedad y la economia del pais."
SUPERIORIDAD,"esta bien ayudar a los extranjeros siempre que no tengan antecedentes delincuenciales, sino regresenlos a su pais"
SUPERIORIDAD,"todos tenemos los mismos derechos, sin embargo el gobierno debe exigir un record policial, pasaporte y demas documentos que verifiquen que son personas sin antecedentes penales, que no seran una carga para el pais "
SUPERIORIDAD,"la migracion ilegal es un verdadero problema, aumenta la pobreza, la delincuencia y la prostitucion"
SUPERIORIDAD,"el regimen migratorio en el pais deberia mejorarse, asi quienes vengan a vivir a nuestro pais sean personas que puedan desempeñarse laboralmente y no ser una carga para el gobierno"
SUPERIORIDAD,"mi familia deberia entender, mas si es una buena oportunidad de superación"
SUPERIORIDAD,"estoy de acuerdo en obtener exito, y si esto afecta de forma negativa a mi familia, pediria su apoyo y comprension"
SUPERIORIDAD,"depende de que es lo negativo, pero pienso que si es exito, todos podriamos salir beneficiados"
SUPERIORIDAD,En la actualidad ya estamos viviendo en el mismo infierno ya que por ocasiones sin conocer a otras mujeres ya nos cae y le negamos ayuda solo por su apariencia  
SUPERIORIDAD,"Las mujeres son mas competitivas entre ellas y dificilmente se apoyan , todo lo contrario a los hombres que son mas amigueros  "
SUPERIORIDAD,podria ayudarla para que vea que si soy mejor que ella jajajajaj
SUPERIORIDAD,"Deja, que ya lo hago yo, no sirves para nada"
SUPERIORIDAD,"Nada puedes hacer, que inutil eres"
SUPERIORIDAD,me da vergüenza que estes a mi lado
SUPERIORIDAD,puta madre que no sirves para maldita la cosa..
SUPERIORIDAD,nada puedes hacer bien!
SUPERIORIDAD,que inutil que eres!
SUPERIORIDAD,tu eres un sinonimo de accidente! Todo te sale mal..
SUPERIORIDAD,"¿Pues que te has creido, que sabes mas que yo?"
SUPERIORIDAD,"y eso tan facil no puedes hacer, que bruto que eres!!"
SUPERIORIDAD,Que tonto que eres!!
SUPERIORIDAD,No me interesa oir tu opinion!
SUPERIORIDAD,esas pobres mujeres deberian ser desterradas a otro pais donde no estorben… no estoy de acuerdo con regularizar la prostitucion deberia erradicarse
SUPERIORIDAD,no vales nada!!
SUPERIORIDAD,"Mañana tendre en cuenta tu opinion, hoy no me interesa"
SUPERIORIDAD,"Si no te gusta como soy, cambia tu"
SUPERIORIDAD,Tu ignorancia es enciclopedica.
SUPERIORIDAD,Mi complejo de superioridad es mejor que el tuyo
SUPERIORIDAD,"Soy fuerte, soy ambiciosa y se exactamente lo que quiero. Si eso me convierte en una “perra”, esta bien"
SUPERIORIDAD,"yo soy lo que soy, piso firme mantengo mi espalda recta y mi mirada al frente… que se note mi fortaleza y belleza!!"
SUPERIORIDAD,yo no me creo mucho.. No es mi culpa que tu te sientas inferior…
SUPERIORIDAD,no soporto la mediocridad de quienes me rodean..
SUPERIORIDAD,"suena bastante descabellado, pero no quisiera un hijo con ese tipo de problemas, mejor no tenerlo… además sería una discriminación para su vida"
SUPERIORIDAD,"no necesito un borrador, yo nunca me equivoco… soy un genio!!  Jajajaja"
SUPERIORIDAD,nunca falta la sardina con aires de caviar!!
SUPERIORIDAD,"mi coeficiente intelectual es superior al tuyo, así que, no te compares"
SUPERIORIDAD,tu no puedes saber más que yo..
SUPERIORIDAD,ese tonto siempre tiene que hacer preguntas estúpidas!!
SUPERIORIDAD,"que asno, no sabe nada"
SUPERIORIDAD,"ubicate cosa mal hecha, nunca serás igual a mi"
SUPERIORIDAD,soy mejor que tu en todo..
SUPERIORIDAD,"ni el dinero te quita lo naco, ni la escuela lo pendejo"
SUPERIORIDAD,"es que el color de tu piel es feo, por eso no salgo contigo"
SUPERIORIDAD,soy mucha mariposa para tu estómago
SUPERIORIDAD,"si me callo, es porque no me gusta discutir con idiotas"
SUPERIORIDAD,yo tengo la solución
SUPERIORIDAD,"Cuando un hombre te quita a tu pareja, no hay mejor venganza que dejar que se quede con ella."
SUPERIORIDAD,te lo dije!!
SUPERIORIDAD,"dime cuanto tienes y te dire cuanto vales!!, prefiero tener mas que menos"
SUPERIORIDAD,mi conocimiento es superior al tuyo.
SUPERIORIDAD,"no te estoy preguntando, te estoy diciendo que mi idea es mejor.."
SUPERIORIDAD,cállate que nadie te está preguntando… tu no conoces del tema
SUPERIORIDAD,"no sé porqué les caigo mal a algunas personas, si soy buena gentem sociable, guapa, inteligente, una diosa, permiso estúpidas.. Jajajaja"
SUPERIORIDAD,"El conocimiento del mundo solo se adquiere en el mundo, y no en un armario."
SUPERIORIDAD,El riesgo viene de no saber lo que estás haciendo.
SUPERIORIDAD,Felices son aquellos que se atreven valientemente a defender lo que aman.
SUPERIORIDAD,un tigre no se preocupa de la opinión de las ovejas
SUPERIORIDAD,"escucha mi consejo y hazme caso, yo sé lo que te digo"
SUPERIORIDAD,"el fracaso no es una opción, entendido!"
SUPERIORIDAD,yo en estas cosas nunca me equivoco
SUPERIORIDAD,eres un incompetente.
SUPERIORIDAD,"Si no valoras tu tiempo, tampoco lo harán los demás. Deja de regalar tu tiempo y tus talentos. Valore lo que sabe y empiece a cobrar por ello"
SUPERIORIDAD,"en serio crees que puedes hacer esto, yo creo que no!!"
SUPERIORIDAD,"las cosas se hacen bien hechas, o mejor no hagas nada."
SUPERIORIDAD,quiero que pruebes con resultados lo que dices.
SUPERIORIDAD,"pedazo de bestia, eso no es lo que te pedí "
SUPERIORIDAD,que bruto que eres!! Siempre lo mismo contigo
SUPERIORIDAD,"deberías salir de este negocio, esto no es para ti"
SUPERIORIDAD,No tienes ni idea de lo que estás hablando
SUPERIORIDAD,Eres un inútil
SUPERIORIDAD,No sirves para nada
SUPERIORIDAD,"que pereza me da leer tu trabajo, a la final no hay nada interesante que puedas hacer o decir"
SUPERIORIDAD,"crees que sabes mucho, y a la final no sabes nada."
SUPERIORIDAD,eres un fracasado..
SUPERIORIDAD,"cuando yo esté con mis amistades, usted no debe hablar, me haces pasar vergüenza"
SUPERIORIDAD,"Entiendo que me hayas dejado ir, nadie te había preparado para tanto."
SUPERIORIDAD,"eres tan pequeño, no sabes quien soy yo.."
SUPERIORIDAD,"Hasta la lluvia que viene de lo más alto cae a mis pies… ahora no digamos tu, pobre muerto de muerto de hambre!!"
SUPERIORIDAD,"No necesito tener una corona, cualquier silla se vuelve trono si me siento yo.."
SUPERIORIDAD,no te voy a hablar hasta que tu lo hagas
SUPERIORIDAD,tengo más orgullo que ganas de vivir
SUPERIORIDAD,Yo pensaría en la adopción.
SUPERIORIDAD,"Yo no tendría una relación de este tipo, no es justo."
SUPERIORIDAD,Yo no tendría una relación con una persona que tiene hijos...
SUPERIORIDAD,Yo no tendría una relación con alguien que tiene hijos.
SUPERIORIDAD,"Yo no lo haría, allí se resuelven solos."
SUPERIORIDAD,"Yo no lo adoptaría, sino que daría ayuda moral e incondicional, además le pediría a sus parientes directos que se hagan cargo ya que el hijo no es culpable de nada"
SUPERIORIDAD,"Yo no lo adoptaría, pero si yo le daría apoyo emocional e incluso tal vez económico en caso de que el padre no quisiera asumir la responsabilidad de ella. Si esto sucede, anímelo a la familia de mi pareja infiel para cuidar de ella."
SUPERIORIDAD,"Yo lo dejaría en adopción, otros podrían cuidarlo, darle un mejor estilo de vida incluso si no está conmigo."
SUPERIORIDAD,"Vístete diferente, no podría sostener tu mano si estás vestida como una puta."
SUPERIORIDAD,"Vestir está bien, pero estar de moda no define quién eres, lo que haces o lo que puedes hacer, el amor propio va más allá de las apariencias."
SUPERIORIDAD,Vas a salir con esa ropa... por favor cámbiate.
SUPERIORIDAD,"Usted debe comer maquillaje, tal vez por lo que también es hermoso por dentro."
SUPERIORIDAD,"Una buena imagen le ayudaría mucho, así como la educación.. Y con el amor propio es aceptarse como usted es no importa si usted tiene sobrepeso o no."
SUPERIORIDAD,Toma cada oportunidad y muéstrale al mundo lo que hiciste.
SUPERIORIDAD,"Todos tenemos el derecho de desarrollarnos en cualquier parte del mundo; sin embargo, los gobiernos deben priorizar las necesidades de los nativos."
SUPERIORIDAD,"Todo ser humano tiene derecho a una vida digna dondequiera que esté, sin embargo siempre debe dar prioridad a los nativos en cualquier área."
SUPERIORIDAD,"Tengo poder absoluto, y tú haces lo que quiero."
SUPERIORIDAD,Te ves tan vulgar y ordinario en esas ropas.
SUPERIORIDAD,"Tanto extranjero en el país reduce los lugares de trabajo para los nacionales, realmente son un problema, por otra parte ha generado mucha inseguridad"
SUPERIORIDAD,Soy un experto fingiendo que la opinión de los demás me importa
SUPERIORIDAD,"Son demasiados, no puedes ayudar a todos."
SUPERIORIDAD,"Sinceramente no, porque una nueva familia siempre se formará y cuando tener hijos con otra persona siempre habrá problemas que descuidas para el uno e incluso llegar al punto de denunciar."
SUPERIORIDAD,"Siendo honesto, no pude adoptarlo."
SUPERIORIDAD,Siempre seré capaz de probar mi habilidad.
SUPERIORIDAD,"Sí, tendría una relación con alguien que tiene hijos, si y sólo si el niño es mío, si es mío, no cuidaré del hijo de otro"
SUPERIORIDAD,Si yo diera en adopción
SUPERIORIDAD,Si no tengo hijos porque tendría que salir con alguien que lo hace?? No sería justo :(
SUPERIORIDAD,"Sería una situación incómoda, yo no la aceptaría."
SUPERIORIDAD,Será como un imbécil cuidar del hijo de un extraño y más de una infidelidad...
SUPERIORIDAD,Se incrementará dependiendo del número de niños.
SUPERIORIDAD,Puede que sugiera pedir ayuda con alguien más que pueda hacerlo.
SUPERIORIDAD,Puede buscar ayuda con otras personas haja
SUPERIORIDAD,"Primero, no doy importancia a tener enemigos, si usted es mi amigo bien y pero también."
SUPERIORIDAD,"Por supuesto que no, no tengo que cargar con los problemas de otras personas."
SUPERIORIDAD,"podría ayudar a encontrar una familia para adoptarla, y cuidar de ella hasta que eso suceda."
SUPERIORIDAD,"Personalmente no tendría una relación con alguien que ya tiene hijos. Me sentiría un cargo adicional que no me pertenece. Debería trabajar el doble, además no me gustaría que la niña esté en comunicación constante con el padre de sus hijos."
SUPERIORIDAD,"para una relación estable y seria, no aceptaría"
SUPERIORIDAD,"Para dejar un buen legado, estoy de acuerdo..."
SUPERIORIDAD,Nunca sobrevivirás sin mí.
SUPERIORIDAD,"Nopi, no estoy en posición de darme segundas oportunidades otra vez, pero en mi persona no sería capaz de"
SUPERIORIDAD,"No, yo adoptaría, era el producto de la infidelidad, y eso no es perdonado."
SUPERIORIDAD,"No, sería una responsabilidad muy grande crear y mantener un vínculo emocional con sus hijos, no estoy preparado para eso."
SUPERIORIDAD,"No, nunca tendría una relación con los niños..."
SUPERIORIDAD,"No, no me veo siendo un padre, peor aún siendo un padrastro, ni siquiera podía pensar en el comportamiento de ese niño, no podía tomar mis opiniones en consideración"
SUPERIORIDAD,"No, no me sentiría cómoda criando al hijo de otra persona."
SUPERIORIDAD,"No, no estoy listo para algo así..."
SUPERIORIDAD,"No, implica una gran cantidad de responsabilidad y compromiso tanto para la relación, como una pareja y la relación con el niño (a)"
SUPERIORIDAD,"No voy a rogar ni amor, ni atención, ni amistad. Doy las gracias a los que son y a los que se van les deseo buena suerte"
SUPERIORIDAD,No tendría una relación con alguien que tiene hijos porque viene con un equipaje muy pesado que prefiero no llevar porque no tenía nada que ver con esos bendis o su ex... aunque todo depende de la situación.
SUPERIORIDAD,no tendría una relación con alguien que tiene hijos
SUPERIORIDAD,No te ofendas porque no te he dicho nada malo... eres feo entonces..
SUPERIORIDAD,No te necesito para joder la cosa.
SUPERIORIDAD,"No te estoy pidiendo cara de gallo, te lo estoy diciendo."
SUPERIORIDAD,"No te deseo mal, con esa cara y ese cuerpo ya tienes más que suficiente jajaja"
SUPERIORIDAD,"No soy grosero, sólo estoy diciendo lo que otros piensan."
SUPERIORIDAD,No somos todos iguales para ti... no sé de qué película de terror saliste.
SUPERIORIDAD,"No ruego a nadie, que suplique a estos su..."
SUPERIORIDAD,"No puedes, ni siquiera lo intentes."
SUPERIORIDAD,No porque me encantaría empezar una familia desde cero.
SUPERIORIDAD,No podrías manejarme aunque viniera con un manual de instrucciones.
SUPERIORIDAD,"No podía, recordaría cada momento su infidelidad"
