NARCISISTA,RASGO_1,RASGO_2,RASGO_3,TIPO_CLASIFICACION,COMENTARIOS_LIMPIEZA,
NO,NINGUNO,,,MANUAL,yo opino que es injusto para el niño no tener una familia,
NO,NINGUNO,,,MANUAL,Algunas madres no tienen la posibilidad de tener un hijo Y anelan tener uno buscando culquier forma de embarazarse en algunos casos no hay la posibilidad de que tengan un hijo Pero hay madres q abandonan a sus hijo En ves de darlo en adopcion,
NO,NINGUNO,,,MANUAL,es un acto que muchas mujeres no deben cometer ya que los niños tienen derecho a una famili,
NO,NINGUNO,,,MANUAL,"todos tenemos derecho a una familia, nadie es la excepcion...",
NO,NINGUNO,,,TEST,"es muy importante que tengan una familia ,es mas todos tenemos derecho a una familia y sobre todo de la mera que cualquier mujer crea conveniente",
NO,NINGUNO,,,MANUAL,"Opino que no esta bien, todos necesitamos de una familia ya sea amor,convivir con demas personas..",
NO,NINGUNO,,,MANUAL,"se consideran egoista si tiene pareja, y sus familiares quizas no le apoyen ",
NO,NINGUNO,,,TEST,"Pues no esta bien hacer eso, ya que una madre debe estar preparada y no estar con un simple deseo de ser madre sin medir consecuencias ",
NO,NINGUNO,,,TEST,si le daria la oportunidad de tener una familia,
NO,NINGUNO,,,TEST,"Deberian ser conscientes en que un niño necesita una familia para su estabilidad emocional y personal, y no es cualquier cosa traer un niño al mund",
NO,NINGUNO,,,TEST,"toda mujer tiene el deseo de ser madre, sin embargo todo niño debe tener una famili",
NO,NINGUNO,,,TEST,"Los niños tienen derecho a una vida dentro del entorno de una familia, pero una familia no simplemente significa que existan o comparten lazos de sangre, sino que implica tener un nombre o un hogar. No estoy de acuerdo .",
NO,NINGUNO,,,TEST,es deicion de cada mujer pero ella debe tomar en cuenta que esta mal lo que esta haciendo ,
NO,NINGUNO,,,MANUAL,no esta en lo correcto que la mujer tome esa desicion ,
NO,NINGUNO,,,TEST,no siente amor propio peor aun de un ser que nace de tu ser,
NO,NINGUNO,,,TEST,esas madres no entienden el valor de la familia,
NO,NINGUNO,,,TEST,buscar cualquier forma para que una mujer pueda tener un hijo esta bien Ya que hay que respetar a toda mujer y sus decisiones. Por otro lado no estoy de acuerdo con que nieguen una familia al niño,
NO,NINGUNO,,,TEST,todo es valido en esta vida .,
NO,NINGUNO,,,TEST,"es decision propia, asi tenga o no tenga apoyo",
NO,NINGUNO,,,TEST,que son irresponsables emocionales,
NO,NINGUNO,,,TEST,no debemos negar una familia a un niño perp cualqioer deseo c puede cumplir ,
NO,NINGUNO,,,TEST,no tiene amor propio peor para un ser que nace de sus entraña,
NO,NINGUNO,,,TEST,negar una familia a un niño esta super mal..,
NO,NINGUNO,,,TEST,Hay que hacer las cosas con responsabilidad,
NO,NINGUNO,,,TEST,no debemos negar una familia a un bebe aunq querramos cumplir el deseo de ser madres,
NO,NINGUNO,,,MANUAL,"Primero que nada pienso que no esta bien ya que apurar un avance del ser humano al quedar embarazadas por solo buscar placer y dar a luz a un bebe y no querer darle familia, ps que esperabas al tener relaciones sexuales, un telefono?",
NO,NINGUNO,,,TEST,"El derecho de tener una familia es necesario para un niño o niña,ya que al no tener figuras paternales este sufriria problemas psicologicos y sociales que a largo plazo podria sufrir grandes consecuencias Al igual que burlas o abusos asia su person",
NO,NINGUNO,,,TEST,"buscar cualquier forma para embarazarse no es malo , lo malo es negar el derecho a una familia",
NO,NINGUNO,,,TEST,estoy en total desacuerdo que niguen una familia al niño,
NO,NINGUNO,,,TEST,no estoy de acuerdo,
NO,NINGUNO,,,TEST,no estoy de acuerdo que las mujeres tomen ese tipo de desicion,
NO,NINGUNO,,,TEST,de cualquier otra forma las mujeres no deben negar es derecho de esa personita ,
NO,NINGUNO,,,TEST,si en algo cada mujer debe ser que un nuevo ser debe tener una familia.,
NO,NINGUNO,,,TEST,"es de mucha apariencia que las mujeres quieran ser madres, hay algunas que no quieren serlo, pero bueno cada quien usa su cuerpo como le parezca, asi mismo no m parece que niegue una familia a un niño",
NO,NINGUNO,,,TEST,no estoy de acuerdo,
NO,NINGUNO,,,TEST,"Deberian ser conscientes en que un niño necesita una familia para su estabilidad emocional y personal, y no es cualquier cosa traer un niño al mund",
NO,NINGUNO,,,TEST,no es de valientes negar a una familia y menos aun tener un hijo de cualquier manera ,
NO,NINGUNO,,,MANUAL,contexto por favor.,
NO,NINGUNO,,,TEST,Todos a simple vista deberian opinar que no porque es de muy mala descion que niguen una familia a uns er ,
NO,NINGUNO,,,TEST,"Que la mujer quiera tener un niño esta bien , pero que si quiere negarle todo esta mal , no estoy de acuerdo",
NO,NINGUNO,,,TEST,En muchos casos eso es incorrecto ya que no se debe negar nada a nadir,
NO,NINGUNO,,,TEST,si estoy en total acuerdo que tengan un hijo ya que es un deseo que toda mujer tiene.,
NO,NINGUNO,,,TEST,Es muy polemico esta pregunta pero en realidad no estoy de acuedo con ese tipo de mujeres y ee tipo de desiciones ,
NO,NINGUNO,,,MANUAL,"Si es mi hijo, buscaria ayuda profesional para ver si es posible un tratamiento y si en tal caso no hay, es mi hijo porque lo daria en adopcion?",
NO,NINGUNO,,,MANUAL,"Que una criatura presente una malformacion no deberia librarnos de responsabilidad por esa vida que ya esta formada, lo mejor es hacer frente.",
NO,NINGUNO,,,TEST,"buscaria ayuda profesional y estaria con el en todo su proceso, no dejarlo solo en su tiempo de creciento y formacion personal para enseñarle que sigue siendo una persona y no tiene porque subir discriminacion de nadie en general",
NO,NINGUNO,,,TEST,"Un hijo siempre sera una bendicion con todo y sus defectos, hay que aceptarlos tal y como son",
NO,NINGUNO,,,TEST,"Un hijo es una bendicion y no merece ser dado en adopcion, sino qur buscar estrategias y ayuda medica para mejorar su diario vivir.",
NO,NINGUNO,,,MANUAL,yo si daria en adopcion,
NO,NINGUNO,,,TEST,"Pues lo ayudaria en lo que mas pueda pero no lo daria en adopcion, ni que muera.",
NO,NINGUNO,,,TEST,Le apoyaria para realizarle algun procedimiento medico para mejorar su diario vivir.,
NO,NINGUNO,,,TEST,Lo ayudaria en lo que mas pueda para mejorar su vida,
NO,NINGUNO,,,TEST,"Ninguna de las dos opciones, como madre tocaria apoyarlo en todo lo que uno pueda con tratamientos medico.",
NO,NINGUNO,,,TEST,Le daria fuerzas para vivir y ayudaria en lo que mas pueda en alguna fundacion para ayudar de niños con problemas de malformacio,
NO,NINGUNO,,,TEST,Le brindaria ayuda sicologica y medica pero no lo daria en adopcion peor lo dejaria morir,
NO,NINGUNO,,,TEST,Solo Dios es quien da o quita la vida lo recibiria con mucho amor y lo cuidaria es una Bendicion de Dios,
NO,NINGUNO,,,TEST,"Lo aceptaria como es, dandole cariño y amo",
NO,NINGUNO,,,TEST,"Elegiria que no le abandonaria, es mas le ayudaria, Buscaria de un profesional medico para su tratamiento, que se sienta mejor",
NO,NINGUNO,,,MANUAL,"Crear conciencia sobre este problema frecuente, pero tambien a impulsar el desarrollo y la implementacion de programas  para prevenirlo, y ampliar los servicios de salud que refieren y atienden a todas las personas con defectos de nacimiento",
NO,NINGUNO,,,MANUAL,"Yo buscaria informacion sobre como tratar eso, y ayudarlo a que los comentarios no le afecten en gran manera",
NO,NINGUNO,,,TEST,"Creo que falta una tercera opcion, que es aceptar, amar y apoyar a ese bebe como lo que es, un hijo",
NO,NINGUNO,,,MANUAL,"Ni una de las  dos opciones,son niños no se merecen eso ,hay que quererlos mucho",
NO,NINGUNO,,,TEST,Si a mi hijo le diagnostican mala formacion lucharia dia a dia con el pero no lo dejara botado en el hospital o lo aportaria ni mucho menos lo daria en adopcion por que es una vida que sea como sea me va hacer feliz  y sea feliz solo conmigo,
NO,NINGUNO,,,MANUAL,"Optaria por interrumpir el embarazo, pero no por razones estupidas como evitar cuidarlo o discriminacion. Simplemente lo haria, pues considero que no",
NO,NINGUNO,,,MANUAL,un hijo es una bendicion,
NO,NINGUNO,,,MANUAL,"No , buscaria la manera de tenerlo en muy buen cuidado para que su enfermedad no siga aumentando",
NO,NINGUNO,,,TEST,"No lo daria en adopcion ni mucho menos preferiria que muera, lo cuidaria.",
NO,NINGUNO,,,TEST,"Prefiero hacerle un tratamiento medico y lograr mejorar su calidad de vida, pero darlo en adopcion no, lo importante es aceptarlo como es asi con sus defectos igual un hijo es una bendicion!.",
NO,NINGUNO,,,TEST,"Un hijo es una bendicion, sea como sea, con todo y sus defectos, pero si en nuestra posibilidad esta mejorar su condicion fisica o mental debido a algun problema de nacimiento, se lo hara, caso contrario se lo aceptaria como es. ",
NO,NINGUNO,,,TEST,"En lo posible ayudarlo pero si no se puede mas, aceptarlo tal como es motivandolo a seguir adelante.",
NO,NINGUNO,,,TEST,"No daria en adopcion, sino utilizaria recursos economicos para realizarle un tratamiento medico y asi mejorar su calidad de vida.",
NO,NINGUNO,,,TEST,"Se le ayudaria en lo que uno mas pueda para mejorar su vida y su condicion pero no darlo en adopcion, eso es Inhumano",
NO,NINGUNO,,,TEST,"Ya es una responsabilidad y lo correcto seria buscar ayuda profesional, y siempre apoyar al bebe sin importar su condicion. ",
NO,NINGUNO,,,TEST,"La vida se la respeta desde la concepcion, asi que considero que solo Dios es el decide sobre la vida yo lo amaria por q es parte de mi",
NO,NINGUNO,,,TEST,"Es una desicion muy complicada , sin embargo yo me quedaria con el niñ",
NO,NINGUNO,,,TEST,"ninguna de las opciones , simplemente criarlo con amor",
NO,NINGUNO,,,TEST,Se le brindaria apoyo en todo lo que se pueda.,
NO,NINGUNO,,,TEST,"Ninguna de las opciones, toca ayudarlo solamente a mejorar su estilo y calidad de vida ",
NO,NINGUNO,,,TEST,"Yo lo amo mas que nunca, por el simple hecho que el es sangre de mi sangre y carne de mi carne ademas yo tambien soy imperfecta",
NO,NINGUNO,,,TEST,Lo cuidaria para q se mejore por que  nadie es diferente por tener algun problema o defecto todos somo seres humanoas  ,
NO,NINGUNO,,,TEST,No TAS mal antes lo amara mas por que es mi hijo y pase lo que pase tengo que estar asi lado.,
NO,NINGUNO,,,TEST,Hay que buscar la manera de ayudar a un hijo para que nazca sano y minimizar los problemas a futuro sean estos por malformacion o cualquiera que presente,
NO,NINGUNO,,,TEST,pues ejemplo:si me sucediera o me pasara eso con mi pareja  pameramente es una bendicion por que viene parte Dios y es un ser humano del cual nosotros como pareja es nuestro deber es  de cuidar al bebe hasta que Dios permita tenerlo con vida.y nuestro deber es protejerlos,
NO,NINGUNO,,,TEST,"No lo he pensado, pero si me toca criar a un hijo(...",
NO,NINGUNO,,,TEST,"Ninguna de las opciones, le cuidaria y ayudaria con un tratamiento medico y psicologico.",
NO,NINGUNO,,,TEST,"Le doy mi amor y apoyo incondicional, a pesar de las duras criticas que pueda recibir. Un hijo es una bendicion.",
NO,NINGUNO,,,TEST,"Haria lo posible para mejorar su calidad de vida y su problema, pero no lo daria en adopcion o dejarlo morir",
NO,NINGUNO,,,TEST,"Debemos cuidar y amar a nuestros hijos sin importar su condicion, pero si hay posibilidad de mejorarla, se lo haria",
NO,NINGUNO,,,TEST,Como Padres es necesario ayudar a nuestros hijos en todo lo posible para darles motivacion y ganas de vivir a pesar de las circunstancias,
NO,NINGUNO,,,TEST,"Lo cuidaria y amaria ante todo, pero si le llevaria a especialistas para que evaluen su caso y asi mejore en lo posible su condicion.  ",
NO,NINGUNO,,,TEST,"Ninguna de las dos opciones, en todo caso optaria mejorar su condicion por medio de ayudas medicas.",
NO,NINGUNO,,,TEST,"Como Padres debemos amar y valorar a nuestros hijos sea como sea el problema que tenga, pero se le daria ayuda medica especializada para su tratamiento.",
NO,NINGUNO,,,TEST,Le daria todo mi amor y apoyo porque un hijo es una bendicion.,
NO,NINGUNO,,,TEST,Toca apoyarlo en todo sentido pero no abandonarlo ni dejarlo morir. ,
NO,NINGUNO,,,MANUAL,"No, ya sea por la desesperacion de cobrar una herencia, prefiero tenerlo a mi lado y disfrutar de cada momento de sus vidas ",
NO,NINGUNO,,,MANUAL,"No lo haria, preferiria trabajar duro para seguir  adelante  pero jamas haria eso  contra la vida de mis padres, por que ellos me apoyaron cuando mas los necesitaba y no podria quitarles la vida por simple dinero.",
NO,NINGUNO,,,MANUAL,lo haria si no quedaria otra opcion mas y para evitar un sufrimiento pero no lo haria por una herencia,
NO,NINGUNO,,,MANUAL,"claramente  no lo haria, se debe estar mal de la cabeza para realizar algo asi, preferiria sudarmela con mi propio esfuerzo para seguir adelante que hacer algo asi.",
NO,NINGUNO,,,MANUAL,"No, he tenido unos excelentes padres que me enseñaron a valorar mas al. Ser humano por lo que es y no por lo que tiene",
NO,NINGUNO,,,MANUAL,"obviamente no hay muchas cosas mas importante que el dinero, uno de ellos podria ser el amor a nuestros padres ellos siempre han dado lo mejor para que cada uno de nosotros estemos bien.",
NO,NINGUNO,,,MANUAL,"No seria capaz de acabar con mis padres por una herencia, hacer eso es de dañados mentales..",
NO,NINGUNO,,,MANUAL,Pues sinceramente no lo haria porque lo primero es la familia no el dinero,
NO,NINGUNO,,,MANUAL,"Obviamente no lo haria, ya que el dinero nunca ha importado porque en primero esta la salud de mi familia ",
NO,NINGUNO,,,MANUAL,"No estoy de acuerdo en ese caso. Porque se trata de mis padres, solo Dios sabe el tiempo de vida para cada uno y hay que respetarlo.",
NO,NINGUNO,,,MANUAL,no lo haria ya que de que me sirve la herencia si al final no van a estar ellos conmigo prefiero estar dia a dia ya sea ayudandolos con todo lo que pueda para que asi saber que hice todo por ellos despues de que ellos hicieran tanto por mi,
NO,NINGUNO,,,MANUAL,"No escogeria jamas esa opcion ya que la vida de mis padres es mucho mas que una herencia ya que el dinero lo podemos conseguir trabajando, esforzandonos dia a dia y pasar los ultimos momentos con nuestros padres vale mas que todo el oro del mundo",
NO,NINGUNO,,,MANUAL,"No, mis padres son muy importantes para mi, son mi prioridad ante todo. Trato de estar lo mas posible con ellos, y si estan en sus ultimo aliento me aseguraria de que no les falte nada.",
NO,NINGUNO,,,MANUAL,"para mi es mucho mas importante pasar hasta el ultimo minuto con mis padres, que el dinero, por algo mis padres me dieron la mejor herencia que es mi estudio",
NO,NINGUNO,,,MANUAL,Los valores que crecen en la familia son irremplazables segun con los principios que me e criado es un rotundo no nunca cambien el dinero o lo material por el amor verdadero de la familia,
