v1,v2
NORMAL,"is off to the gym again. I tried and can't think of a valid reason not to go, plus my legs aren't sore are at all from yesterday. I will will thank myself for this later:)"
NORMAL,is happily watching Pixar short films on abc family while my DVR records *PROPNAME* on another channel:) Oh and I'm drinking my pumpkin spice coffee too! Life is good!
NORMAL,Happy Thanksgiving everybody! I'm thankful for friends to share Thanksgiving with:) Now time to make some yummy food to share later
NORMAL,is making spaghetti sauce. Yum!
NORMAL,has a cold and is curled up on the couch resting.
NORMAL,blue
NORMAL,Thanks for all the birthday wishes yesterday! I had a great day:)
NORMAL,"can't believe it. I got the new Wii Fit Plus game, it has a lot of fun new games and features. However, after not using the wii fit for a few months we decided to do the fitness test stuff again. Me(since last time): +2.9 lbs, still a healthy weight and BMI, wii age 54. *PROPNAME*: -8.6lbs, reccommends a healthy weight of gaining 6lbs, wii age 32. On the positive side, I have lost 5 of the 8 lbs I gained over the holidays!"
NORMAL,is taking *PROPNAME* to the vet for her annual check-up. I know it's good for her I just always feel a bit bad because she hates it so much :(
NORMAL,"Dear Louisiana Office of Motor Vehicles employees, I understand that you probably get stuck dealing with stupid, annoying people on a regular basis.  That doesn't mean you have to be rude to everyone, especially not the friendly people like me darn it!"
NORMAL,did an hour long workout and now I'm trying to convince myself to vacuum the house.
NORMAL,"Funny: Every time I have to spell a word over the phone using 'as in' examples, I will undoubtedly draw a blank and sound like a complete idiot. Today I had to spell my boss's last name to an attorney and said ""Yes that's G as in...(10 second lapse)..ummm...Goonies"""
NORMAL,has recooped from working out and has caught a cleaning bug!
NORMAL,is making sweet potatoe split pea soup. I hope it's good!
NORMAL,can't believe the amount of mosquitos outside already. Boo!
NORMAL,why oh why do I let myself watch animal cops shows? I just end up feeling a mix of sadness for the animals and almost rage towards the people involved.
NORMAL,set my calorie goal for wii fit tonight as a piece of fried chicken....turns out it takes a lot of work to burn off a piece of fried chicken!
NORMAL,"was enjoying my morning shower until one of those stupid Saints remixes came on the radio. I'm all for that kind of thing when I actually go to games, but I'm sick of hearing it in regular rotation on the radio."
NORMAL,A bit mean...but damn funny Sarchasm : The gulf between the author of  sarcastic wit and the person who doesn't get it.
NORMAL,is watching a movie:)
NORMAL,just finished playing wii fit plus and burned an ice cream cone worth of calories. Now it's ok for me to eat an ice cream right? Kidding:)
NORMAL,accidentally clicked the wrong button on a page. Sorry for sending that farmville thing to everyone!
NORMAL,"The feminine version of the name *PROPNAME* meaning ""the woman."" Basically never printed on magnets, mugs or other souvenir paraphernalia. Often mistaken for *PROPNAME*, *PROPNAME*, *PROPNAME*, *PROPNAME* or *PROPNAME*. My name is *PROPNAME*, not *PROPNAME*, dammit. (Urbandictionary.com, type in your first name, copy and paste the first entry)"
NORMAL,is off to bed and hoping not to be woken up by things flapping and crashing from the crazy wind outside. On the up side it's going to be in the 60-70 range for the next week!:)
NORMAL,feels bad for my sick boyfriend. I know he feels really crappy 'cause he's sitting still and not playing videogames!
NORMAL,thinks it might be time for a nap:)
NORMAL,is off to work out. I don't want to but it's been 3 days:(
NORMAL,doesn't think the changes to facebook were really needed but honestly I'm more annoyed with all the complaints I've seen about it. You get it for free so if that means every once in a while you have to deal with a new layout well...deal with it!:)
NORMAL,starting to make some delicious snacks to enjoy while watching the Superbowl later
NORMAL,is home from the Lockport Mardi Gras parade and is ready for a nap!
NORMAL,really wishes that my old doctor's office would learn how to do math. I don't appreciate getting rather large bills for amounts that BSBC and I have already paid. Oh and thanks for putting it in the 120 day slot so I get to stress about further stupidity on your part resulting in a bad outcome for me.
NORMAL,wonders how sick Bon Jovi is of singing this song
NORMAL,GRE! GRE!! GRE!!!
NORMAL,A.D. - Always Derek
NORMAL,"(self-with-other knowledge) -- ""... the self is in fact entagled at both the interpersonal level with specific others in one's life and at the collective level in relation to the social groups with which one identifies. At a cognitive level, this implies that linkages exist in memory between significant-other representations and the self, as well as between knowledge designating social categories and the self."""
NORMAL,two interviews to go
NORMAL,so... doubling the rate of failure ~ hahahah
NORMAL,"In the rainning storm of the morning, by the path of a farming country, the silver hair woman said to me as I greets her, ""When tough time comes, the tough kept going."""
NORMAL,thinks this is the best day ever!!! ;)
NORMAL,is on *PROPNAME*'s 30th birthday Golf Pub Crawl!!
NORMAL,is loving girls night out for *PROPNAME*'s bday!
NORMAL,is @ the Whitecaps!!
NORMAL,loves her new Jeep Liberty!!
NORMAL,is praying that that tech guys can save her computer otherwise I start my thesis over from ground zero...
NORMAL,on the boat with M&M!
NORMAL,is picking up JLGR's Beneath the Wreath posters and postcards!  Wohoo!
NORMAL,is trying to figure out something super amazing to do on her last two days off...
NORMAL,is so excited for Hageman's wedding!  My former roomie is all grownsd up.  :)
NORMAL,is going to a fraternity formal (not something I ever thought I'd say at the age of 27)
NORMAL,from the first day of school to the first Junior League meeting...busy day!
NORMAL,wishes she were in EL cheering on State rather than working on her thesis...
NORMAL,you know it was a good party when a Tasmanian Devil and Bumble Bee show up the next afternoon looking for their lost antennae...
NORMAL,is relaxing in Fremont with the fam.  Tomorrow it's off to the Driftwood & possibly KC's :)
NORMAL,wishes life was always as simple as it was in high school when my biggest decision was what to wear for yearbook pictures...
NORMAL,just turned in her Master's project and is finally done!!!
NORMAL,is enjoying the last day of holiday shopping at Beneath the Wreath!  11:00-3:00 today at the St. Nicholas Cultural Center.  www.juniorleaguegr.com
NORMAL,and *PROPNAME* are driving to the Florida Keys!!!!
NORMAL,"just got an ""A"" on my six hour capstone exam for my Master's...yay!"
NORMAL,is excited for Picnic Pops!  (*PROPNAME* = not so much)
NORMAL,Congrats to *PROPNAME* on his wedding today and Go State!
NORMAL,made her first attempt at cooking bok choy...not sure there will ever be a second.
NORMAL,"is missing Pokey Stix, *PROPNAME*'s, and everything about East Lansing!!  Go State!"
NORMAL,Let's go State!
NORMAL,Totalled my car last night. Luckilly no one was injured. Thank god I have GAP insurance.  Merry Christmas
NORMAL,Oh well.  Only two things to do when your team gets crushed in the playoffs. And I just so happen to have booze handy.
NORMAL,And the cabin fever begins.
NORMAL,"can someone explain to me how keith can misspell ""beginner"" and ""hear"" but can then use asphyxia correctly in a sentence?"
NORMAL,it's 4:30 and i'm still awake.  i hate myself sometimes
NORMAL,if i can write a screenplay in two days i can submit it to a festival.  fat chance of that
NORMAL,"um, mother nature . . . i love thunderstorms as much as the next person, but this is the 3rd one today.  could you get your shit together?  thank you."
NORMAL,i am now replacing my highly original baseball status with one about women's tennis: jelena jankovic thinks she's the number one tennis player?  i'd love to try whatever she's on
NORMAL,"""If your friend got assassined, how would you respond"" . . . probably with: that doesn't even make sense"
NORMAL,a little glass vial. a little glass vial? a little glass vial.
NORMAL,nothing like falling asleep for an hour then waking up and being wide awake. stupid body
NORMAL,is still awake at 3:30.  oh me
NORMAL,"just for the record, kim just made me log into her account to harvest her farmville raspberries"
NORMAL,editing blows
NORMAL,was over baseball april 1.  is it ncaa basketball time yet?
NORMAL,"*PROPNAME* said, """"I was just the vessel. It wasn't *PROPNAME*'s sperm. Just like I stick the sperm up my horse, this is what they did to me. I was his thoroughbred."" And this is the part where my brain vomits..."
NORMAL,going to your cousin's wedding?  awesome.  going to legend's bar afterwards?  not.
NORMAL,"finished Pride & Prejudice & Zombies instead of watching Ghost in the Shell.  I'm classy.  Also, a giant geek. :)"
NORMAL,heard mariah carey's new song on the ride home tonight.  she needs to give it up already
NORMAL,"justine henin, stay the hell away from tennis.  no one wants you back.  you sir, were a bitch"
NORMAL,suck on that nadia petrova
NORMAL,"If cavemen and astronauts got into a fight, who would win?"
NORMAL,"so, i locked the doors on my truck at kim's, because it's a main road and we'd be busy editing the movie.  however, when i left, i noticed that i left all my windows open.  probably not the safest of security systems"
NORMAL,"If cavemen and astronauts got into a fight, who would win?"
NORMAL,who called me today and left a voicemail?
NORMAL,mom: i'm sitting on main street like a hooker
NORMAL,"merry christmas eve y'all.  i shall celebrate by working at b&n making drinks for annoying last minute shoppers.  i know you're jealous, I just hope it doesn't ruin our friendship"
NORMAL,keith just told me he thinks we should go to ireland
NORMAL,rock band and ddr.  yessss
NORMAL,wants to play beatles rock band or wii resort but can't because keith is watching footloose
NORMAL,did i piss off a gypsy?  because there's a fly in my room that won't leave me alone.  better make sure i have an anvil tied up in the garage and a sharpened ice skate handy :)
NORMAL,"excuse me mother nature, why the hell is it snowing"
NORMAL,almost done hearing about baseball.  yessss
NORMAL,"um, across the universe was even better the 2nd time.  would probably be even betterer if one was high i would imagine"
NORMAL,i need to write an even stupider screenplay than i did for the first round.  this will be fun
NORMAL,where the wild things are should have been called where the sucky ass movie is
NORMAL,"Nîn o chithaeglir, lasto beth daer; Rimmo nîn Bruinen dan in Ulaer."
NORMAL,"that noise you  heard at approximately 11:21 est was keith puking.  it might have sounded like a black hole opening, or a monster being stabbed to death, or any number of things, but it was just keith.  the more you know *star wipe"
NORMAL,very close to not having to hear about baseball again for 6 months.  can't wait
NORMAL,expansion.  and chicken coops.  send me chickens :)
NORMAL,my ankle hurts.  stupid dishwasher door
NORMAL,pac 10 football . . . what the hell are you guys doing this season?
NORMAL,I heart rockband.  and the beatles.  and my bandmates
NORMAL,"can someone explain to me how keith, who played football, well, ""played,"" who acts like the world's biggest sports fan, and just told me he used to go to legend's on sundays to watch football, didn't know what fair catch was"
