RASGOS,COMENTARIOS,,,,,,,,,
AUTOSUFICIENCIA,"Quiza el dinero no de la facilidad pero nos da una estabilidad economica que se necesita para vivir, y mantenernos de forma independiente.",,,,,,,,,
AUTOSUFICIENCIA,"Bueno en si el dinero no te da la felicidad, pero si cubre muchas necesidades que como personas necesitamos dia a dia, además nos ayuda con nuestra independencia económica..",,,,,,,,,
AUTOSUFICIENCIA,"que tiene toda la razon pues aunque el dinero no traiga felicidad, si trae paz, tranquilidad, e independencia económica, nos ayuda con nuestro estatus.",,,,,,,,,
PRETENSION,"La verdad es que el dinero es muy importante para la vida, ya que no siempre hay dinero para comprarse lo que uno quiere, se trabaja, y a veces la sociedad ""romantiza la pobreza como algo bueno"" no digo que no este bien pero si se puede vivir bien ",,,,,,,,,
AUTOSUFICIENCIA,"para poder materializar lo que se quiere, el dinero es esencial, y mucho mas en esta epoca, en donde casi la mayoria de cosas por no decir todas, gira en torno a el. Claro como dice la frase: no compra la felicidad, pero te ayuda a subsistir, que considero es mas importante.",,,,,,,,,
AUTOSUFICIENCIA,"para poder alcanzar las metas y esos bienes materiales que todos queremos obtener, es necesario el dinero.. entonces, a mi parecer, el problema no es el dinero, es que haces con el, y la forma en como lo vas a gastar y obtener",,,,,,,,,
AUTOSUFICIENCIA,"Una persona con objetivos claros, vision y autocontrol puede formar una excelente relacion en el ambito del dinero y la felicidad.",,,,,,,,,
AUTOSUFICIENCIA,"el dinero no te compra la felicidad pero de cierta forma es el primer sustento para llevar una vida estable asi que hay que trabajar para poder sobrevivir en esta sociedad, además si queremos una buena liquidez y autosuficiencia financiera.",,,,,,,,,
AUTOSUFICIENCIA,"En este mundo todo debe estar regulado, yo creo que el dinero no da felicidad, sin embargo da estabilidad y la estabilidad es algo para poder sentirse completo, tranquilo y poder ser feliz. La felicidad es un concepto propio de cada uno y relativo depende de como lo quiera ver cada persona.",,,,,,,,,
AUTOSUFICIENCIA,"El dinero nos permite tener un buen balance en la vida buena, donde el dinero nos otorgara la tranquilidad y estabilidad economica..y con ello lograr nuestras metas y objetivos, ademas de esa anhelada independencia financiera.",,,,,,,,,
AUTOSUFICIENCIA,"el regimen migratorio en el pais deberia mejorarse, asi quienes vengan a vivir a nuestro pais sean personas que puedan desempeñarse laboralmente y no ser una carga para el gobierno",,,,,,,,,
AUTOSUFICIENCIA,"Como varon, siempre por caballerosidad, aun asi ambos se deben apoyar uwu, asique eso depende de cada uno ",,,,,,,,,
AUTOSUFICIENCIA,"es decision propia, asi tenga o no tenga apoyo",,,,,,,,,
AUTOSUFICIENCIA,"El dinero no compra la felicidad, sin embargo, no esta demas luchar por una buena estabilidad economica, y asi sustentar los gastos que exige la vida diaria. ",,,,,,,,,
AUTOSUFICIENCIA,Aunque el dinero no lo es todo Creo que hoy en dia es muy necesario e indispensable para cada familia y su independencia financiera.,,,,,,,,,
AUTOSUFICIENCIA,"El dinero no es la felicidad pero va de la mano del exito, la estabilidad, y el bienestar colectivo, asi se logra un avance en la economía personal, familiar, y en general del país.",,,,,,,,,
PRETENSION,"El dinero muchas veces si compra la felicidad, ya que vivimos en un mundo donde a las personas les importa mucho lo material, las apariencias, que en buscar su propia felicidad, de tal manera que la felicidad y la tristeza son emociones innatas del ser humano ",,,,,,,,,
AUTOSUFICIENCIA,"el dinero es necesario para poder comprar todo lo que queremos, y darno uno que otro lujo, es verdad que no compra la felicidad, pero si nos da momentos de paz y tranquilidad, lo importante es como lo generamos..",,,,,,,,,
AUTOSUFICIENCIA,"Si bien es cierto, el dinero es fundamental para que un ser humano sobreviva en este mundo tan caotico, y poder mejorar nuestro poder de compra. ",,,,,,,,,
AUTOSUFICIENCIA,"aunque no nos guste, el dinero es un mal necesario para sobrevivir, y más si queremos nuestra independencia y ser autosuficientes en nuestra vida y nuestras decisiones..",,,,,,,,,
AUTOSUFICIENCIA,"El dinero en la actualidad es una necesidad de los seres humanos, es verdad, no obstante, no define la felicidad de una persona, una persona puede encontrar la felicidad de diferentes maneras, en diferentes momentos.",,,,,,,,,
AUTOSUFICIENCIA,"Las desilusiones te hacen abrir los ojos y cerrar el corazon, por eso, es mejor estar solo que mal acompañado, y no esperar nada de nadie..",,,,,,,,,
AUTOSUFICIENCIA,"las mujeres son libres de decidir si tener hijos o no, eso es parte de la autorealización, y convicciones propias.",,,,,,,,,
AUTOSUFICIENCIA,"pienso que todo es valido.. Si su deseo es aquello hay que respetar, al fin y al cabo, no van a pedirle nada a nadie..",,,,,,,,,
AUTOSUFICIENCIA,"la mujer debe tener una estabilidad economica y emocional, para poder mantener y cuidar del bebe, con eso es suficiente..",,,,,,,,,
AUTOSUFICIENCIA,# Puedo hacerlo solo #,,,,,,,,,
AUTOSUFICIENCIA,# Viviendo mi vida a mi manera #,,,,,,,,,
AUTOSUFICIENCIA,¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡!,,,,,,,,,
AUTOSUFICIENCIA,¡¡El hombre debe pagar por la caballería!!,,,,,,,,,
AUTOSUFICIENCIA,"¡No me importa, con o sin ti, puedo!",,,,,,,,,
AUTOSUFICIENCIA,¡No te necesito en absoluto!,,,,,,,,,
AUTOSUFICIENCIA,"¿Quién tiene razón porque incluso si el dinero no trae felicidad, si trae paz y tranquilidad",,,,,,,,,
AUTOSUFICIENCIA,"A su discreción, mientras quiera ser madre y hacerse responsable de un bebé, está bien porque las criaturas no deben sufrir.",,,,,,,,,
AUTOSUFICIENCIA,"A su discreción, mientras quiera ser madre y hacerse responsable de un bebé, está bien porque los niños no deben sufrir.",,,,,,,,,
AUTOSUFICIENCIA,aquí tiene en cuenta en su mayor parte la responsabilidad que está dispuesto a tomar,,,,,,,,,
AUTOSUFICIENCIA,Aunque el dinero no es todo creo que hoy es muy necesario e indispensable para cada familia,,,,,,,,,
AUTOSUFICIENCIA,"Aunque es verdadero dinero no es felicidad porque eso es lo que uno lleva dentro pero hoy el dinero es un mal necesario para sobrevivir así que no queda nada más que poseerlo, sin dejar de lado nuestras convicciones.",,,,,,,,,
AUTOSUFICIENCIA,"Aunque no es bien visto en nuestra sociedad, pero si la mujer tiene una mejor posición económica, ella podría asumir el gasto",,,,,,,,,
AUTOSUFICIENCIA,"Bueno, si el dinero no te da felicidad, pero si cubre muchas necesidades que como personas necesitamos día a día....",,,,,,,,,
AUTOSUFICIENCIA,Cada individuo tiene la libertad de elegir en qué creer.,,,,,,,,,
AUTOSUFICIENCIA,Cada mujer decide si es una madre soltera adoptando a su hijo o criando a su pareja.,,,,,,,,,
AUTOSUFICIENCIA,"Cada mujer tiene derecho a tener un hijo... así que así es como es y sabemos llamar a la familia sólo dos personas, no es necesario tener mucha gente a nuestro alrededor.",,,,,,,,,
AUTOSUFICIENCIA,Cada persona es libre de decidir,,,,,,,,,
AUTOSUFICIENCIA,"Cada persona tiene el derecho de querer o no querer tener hijos, y tener una libertad de decisión, independientemente de la opinión de terceros.",,,,,,,,,
AUTOSUFICIENCIA,"Cada persona tiene libertad para hacer lo que quiera para asumir las consecuencias, pero si es un deseo, anhelo y puede cumplirlo en su totalidad, estaría de acuerdo.",,,,,,,,,
AUTOSUFICIENCIA,Cada persona toma sus propias decisiones,,,,,,,,,
AUTOSUFICIENCIA,"Como creo que usted debe tener un trabajo estable para dar al niño un sustento, no son simples como cuidar de un animal, es una persona: usted debe tener más cuidado y responsabilidad por algo son los inspectores.",,,,,,,,,
AUTOSUFICIENCIA,"Como un hombre, siempre para la caballería, incluso así ambos deben apoyar uwu, por lo que depende de cada uno",,,,,,,,,
AUTOSUFICIENCIA,Con una gran cantidad de educación y un deseo de tener un hijo todo es posible,,,,,,,,,
AUTOSUFICIENCIA,"Creo en la libertad de pensamiento y de acción, así que no creo que esté mal adoptar hacer un proceso de inseminación para tener un hijo, siempre y cuando esto tenga una estabilidad económica no creo que haya nada malo en ello. :)",,,,,,,,,
AUTOSUFICIENCIA,Creo que cada mujer tiene el derecho de tener un hijo de cualquier manera que ella quiera.,,,,,,,,,
AUTOSUFICIENCIA,"Creo que depende de la mujer porque hay varias razones para querer ser una madre soltera, es cierto que el niño debe tener una familia, pero hay veces que nacen y crecen en una que es muy bueno decir que todo se basa en la educación que se les da.",,,,,,,,,
AUTOSUFICIENCIA,"Creo que depende de lo que la felicidad es para nosotros, xq si consideramos la felicidad a lujos, obviamente es necesario, pero si para alguna felicidad es tener un momento de paz, ya no es tanto, sin embargo, tener una buena vida en general si es indispensable...",,,,,,,,,
AUTOSUFICIENCIA,Creo que está bien mientras el padre esté de acuerdo con estas reglas muchas mujeres lo hacen para poder cuidar sus propiedades y heredar a su hijo mientras El Niño viva bien y nunca le falte amor o atención.,,,,,,,,,
AUTOSUFICIENCIA,"Creo que la familia es muy valiosa, pero a veces teniendo uno, no ves la felicidad. Así que si una mujer decide tener un hijo solo y tiene los recursos necesarios para sus necesidades, creo que no estaría mal.",,,,,,,,,
AUTOSUFICIENCIA,"Creo que no es negar la posibilidad de una familia, cuando una mujer decide asumir esa responsabilidad es por su felicidad y el compromiso de formar una familia de dos proporcionando los mismos valores, amor y dedicación en ese hogar, no lo que la sociedad nos indica.",,,,,,,,,
AUTOSUFICIENCIA,"Creo que no estás negando ninguna posibilidad, si tienes la madurez necesaria puedes enfrentar ese desafío solo y llevar a tu hijo adelante",,,,,,,,,
AUTOSUFICIENCIA,Creo que todo es válido.. Si su deseo es que usted debe respetar..,,,,,,,,,
AUTOSUFICIENCIA,Cualquier forma de embarazo es válida. ya que es el deseo de cada mujer.,,,,,,,,,
AUTOSUFICIENCIA,"Cualquier mujer puede hacer posible un embarazo de cualquier manera, así que el niño debe tener una familia",,,,,,,,,
AUTOSUFICIENCIA,"Cuando se mantiene una buena imagen es el reflejo de cómo nos sentimos dentro, es amor propio, parte de una buena actitud, a la manera en que reflexionamos con nuestros actos, el estilo y la aptitud va más de moda.",,,,,,,,,
AUTOSUFICIENCIA,"De hecho, las mujeres por conciencia deben formar una familia y no perder el gusto de no tenerla",,,,,,,,,
AUTOSUFICIENCIA,"Deben tener una situación de trabajo estable para poder criar a un niño, no sólo tenerlo porque sí, ya que esto exige una gran cantidad de responsabilidad.",,,,,,,,,
AUTOSUFICIENCIA,"Depende de la situación... no es el egoísmo el derecho de que cada mujer tenga que ser madre, y si quiere tener un hijo solo, está bien.",,,,,,,,,
AUTOSUFICIENCIA,"El concepto de familia no se debe necesariamente al hecho de que un hombre debe estar en ella como figura paterna y llamarla “familia”, si la mujer tiene el deseo y los recursos económicos para mantenerla sola un bebé, porque dará.",,,,,,,,,
AUTOSUFICIENCIA,"El deseo de algunas mujeres es tener hijos sin familia, quiero decir sin la figura del padre, estoy de acuerdo, que sucede mucho en nuestra realidad.. Aunque no lo buscan, simplemente sucede",,,,,,,,,
AUTOSUFICIENCIA,"El dinero en la actualidad es una necesidad de los seres humanos, es cierto, sin embargo, no define la felicidad de una persona, una persona puede encontrar la felicidad de diferentes maneras, en momentos específicos, con su familia, consigo mismo.",,,,,,,,,
AUTOSUFICIENCIA,"El dinero es esencial en la vida de todas las personas y más en esta era donde casi la mayoría de las cosas que no decir todo, giran alrededor de ella. Por supuesto, como dice la frase: no compra la felicidad, pero le ayuda a sobrevivir, que considero que es más importante.",,,,,,,,,
AUTOSUFICIENCIA,El dinero es necesario para mantenernos y sostenernos todos los días. Tal vez no sea felicidad sino paz mental.,,,,,,,,,
AUTOSUFICIENCIA,"El dinero no compra la felicidad, pero vivimos en un mundo donde la gente se preocupa por lo material, las apariencias, que en la búsqueda de su propia felicidad, de modo que la felicidad y la tristeza son emociones innatas del ser humano",,,,,,,,,
AUTOSUFICIENCIA,"El dinero no compra la felicidad, sin embargo, no es esta otra lucha por la buena estabilidad económica, y así sostener los gastos que la vida diaria exige.",,,,,,,,,
AUTOSUFICIENCIA,"El dinero no es felicidad, sino que va de la mano del éxito, la estabilidad y el bienestar colectivo",,,,,,,,,
AUTOSUFICIENCIA,"El dinero no te compra la felicidad, pero de una manera es el primer sustento para llevar una vida estable así que tienes que trabajar para sobrevivir en esta sociedad",,,,,,,,,
AUTOSUFICIENCIA,"El dinero nos permite tener un buen equilibrio en la buena vida, donde el dinero nos dará la tranquilidad y la estabilidad económica.",,,,,,,,,
AUTOSUFICIENCIA,"El dinero puede no ser fácil, pero nos da una estabilidad económica que se necesita para vivir.",,,,,,,,,
AUTOSUFICIENCIA,"El régimen de inmigración en el país debe ser mejorado, de modo que los que vienen a vivir en nuestro país son personas que pueden realizar trabajo y no ser una carga para el gobierno.",,,,,,,,,
AUTOSUFICIENCIA,Ellos serán responsables de ese nuevo ser.,,,,,,,,,
AUTOSUFICIENCIA,"En algunos casos la madre tiene todo el derecho de llevar a cabo con su cuerpo lo que desea, ya que lo hacen todo con responsabilidad y deseo e incluso tener una familia puede ser dos.",,,,,,,,,
AUTOSUFICIENCIA,"En esta vida todo es posible y aún más si es para cumplir un deseo... aquí todo es válido ya que sabemos que una familia se cría con amor y sobre todo con responsabilidad, así que estoy de acuerdo, es posible criar un hijo solo no es necesario la compañía de un hombre",,,,,,,,,
AUTOSUFICIENCIA,"En este mundo todo debe ser regulado, creo que el dinero no da felicidad, sin embargo da estabilidad y estabilidad es algo para ser capaz de sentir calma y ser feliz. La felicidad es un concepto específico para cada uno y familiar depende de cómo cada persona quiere verlo.",,,,,,,,,
AUTOSUFICIENCIA,En mi opinión la imagen no significa nada ya que es por eso que la gente sufre estafas pero lo malo es que la gente juzga por apariencia así que tienes que tratar de verse bien pero esto no debe ser una prioridad,,,,,,,,,
AUTOSUFICIENCIA,"En mi opinión, el problema no es el dinero, es que usted hace con él y la forma en que usted piensa que lo adoptaría; porque o usted compra un ferrari o usted podría donarlo a la gente necesitada!",,,,,,,,,
AUTOSUFICIENCIA,"En mi opinión, si usted toma la decisión de hacerlo responsablemente la estabilidad está en su derecho de darle una familia como usted crea",,,,,,,,,
AUTOSUFICIENCIA,"En ocasiones, el deseo de ser madre es mayor, la simple idea de que esta lacra, la responsabilidad de ella, no es suficiente para ellos.",,,,,,,,,
AUTOSUFICIENCIA,"En primer lugar la madre debe tener estabilidad económica, para poder mantener ese nuevo ser, si lo tiene, no veo ningún problema en el que ella concibe de ninguna manera.",,,,,,,,,
AUTOSUFICIENCIA,Es bueno que después de todo ese es el mayor deseo de una familia de poder tener hijos y formarlos con amor,,,,,,,,,
AUTOSUFICIENCIA,"Es cierto que las mujeres tienen libertad para decidir sobre su cuerpo, por supuesto esto es que si tienen el deseo de ser madres están en su derecho, pero debe ser con responsabilidad, que el niño tiene una calidad de vida decente y esto está relacionado con el derecho de una familia",,,,,,,,,
AUTOSUFICIENCIA,"Es de gran importancia ser madre y cuidar responsablemente, aunque no tengas una familia por elección de la madre, debes respetar eso mientras asumas las consecuencias.",,,,,,,,,
AUTOSUFICIENCIA,"Es el dinero correcto no es la felicidad pero si un factor importante en un hogar, pero no por tener más dinero usted será triste o si usted tiene poco usted será felicidad infeliz es lo que hacemos con él como lo usamos.",,,,,,,,,
